ticker,name,exchange,sector
LTX.V,Labrador Resources Inc.,TSX.V,Oil & Gas
ESK.V,Eskay Mining Corp.,TSX.V,Mining
MTT.V,Magna Terra Minerals Inc.,TSX.V,Mining
GPM.V,GPM Metals Inc.,TSX.V,Mining
MASS.V,Masivo Silver Corp,TSX.V,Mining
FEX.V,Fjordland Exploration Inc.,TSX.V,Mining
AUQ.V,AUQ Gold Mining Inc,TSX.V,Mining
EDG.V,Endurance Gold Corporation,TSX.V,Mining
NVT.V,Nortec Minerals Corp.,TSX.V,Mining
MKT.V,Prospect Prediction Markets Inc.,TSX.V,Technology
AXE.V,Acceleware Ltd.,TSX.V,Technology
LI.V,American Lithium Corp.,TSX.V,Mining
GSKR.V,Goldsky Resources Corp.,TSX.V,Mining
PPP.V,Prospector Metals Corp.,TSX.V,Mining
PPM.V,Pacific Imperial Mines Inc.,TSX.V,Mining
CPI.V,Carlton Precious Inc.,TSX.V,Mining
RNCH.V,Ranchero Gold Corp.,TSX.V,Mining
GNG.V,Golden Goliath Resources Ltd.,TSX.V,Mining
CSW-B.TO,CORBY SPIRIT AND WINE LIMITED 'B' NV,TSX,Distillery
ICM.V,Iconic Minerals Ltd.,TSX.V,Mining
NRM.V,Noram Lithium Corp,TSX.V,Mining
SLVR.TO,Silver Tiger Metals Inc.,TSX,Mineral Expl & Dev
TECK-A.TO,TECK RESOURCES LIMITED CL 'A' MV,TSX,Mineral Expl & Dev
RMO.V,Rainy Mountain Royalty Corp.,TSX.V,Mining
OTMC.V,ORETERRA METALS CORP.,TSX.V,Mining
VRB.V,Vanadiumcorp Resources Inc.,TSX.V,Mining
HHH.V,Helius Minerals Limited,TSX.V,Mining
BFM.V,Bedford Metals Corp.,TSX.V,Mining
EVT.TO,ECONOMIC INVESTMENT TRUST LTD.,TSX,Investment Trust
PMET.TO,PMET Resources Inc.,TSX,Lithium Exploration
SWA.V,Sarama Resources Ltd.,TSX.V,Mining
REG.V,Regulus Resources Inc,TSX.V,Mining
TF.TO,TIMBERCREEK FINANCIAL CORP.,TSX,Investment Company
CQR.V,Conquest Resources Limited,TSX.V,Mining
RML.V,Rusoro Mining Ltd.,TSX.V,Mining
SLR.TO,Solitario Resources Corp.,TSX,Base Mtl Expl/Dev
LMS.V,LATIN METALS INC.,TSX.V,Mining
NIO.V,Nio Strategic Metals Inc.,TSX.V,Mining
EDDY.V,Edison Lithium Corp.,TSX.V,Mining
LXM.V,Lux Metals Corp.,TSX.V,Mining
HMM-A.TO,HAMMOND MANUFACTURING CO. LTD. CL 'A' SV,TSX,Elect Equip Mfg
MAI.TO,Mining Americas Inc.,TSX,Mining
MDP.TO,Medexus Pharmaceuticals Inc.,TSX,Pharm Prod/Dstr
AIVC.V,AI Artificial Intelligence Ventures Inc.,TSX.V,Financial Services
CANX.V,Canex Metals Inc.,TSX.V,Mining
SOMA.V,Soma Gold Corp.,TSX.V,Mining
SGU.V,Signature Resources Ltd.,TSX.V,Mining
RCK.V,Rock Tech Lithium Inc.,TSX.V,Mining
ATX.TO,ATEX Resources Inc.,TSX,Mining
NCAU.V,Newcore Gold Ltd.,TSX.V,Mining
MGM.V,Maple Gold Mines Ltd.,TSX.V,Mining
VTT.V,Vendetta Mining Corp.,TSX.V,Mining
BRON.V,Bronco Resources Corp.,TSX.V,Mining
EDM.V,EDM Resources Inc,TSX.V,Mining
HAN.V,Hannan Metals Ltd.,TSX.V,Mining
WIL.V,Wilton Resources Inc.,TSX.V,Oil & Gas
WCM-A.TO,WILMINGTON CAPITAL MANAGEMENT INC. CL 'A' NV,TSX,Investment Company
XGC.V,Xali Gold Corp.,TSX.V,Mining
CPAU.V,CopAur Minerals Inc.,TSX.V,Mining
HAWK.V,Hawkeye Gold & Diamond Inc.,TSX.V,Mining
FTZ.V,Fitzroy Minerals Inc.,TSX.V,Mining
INTR.V,Intrepid Metals Corp.,TSX.V,Oil & Gas
WCM-B.TO,WILMINGTON CAPITAL MANAGEMENT INC. CL 'B',TSX,Investment Company
TAJ.V,Tajiri Resources Corp.,TSX.V,Mining
HI.V,Highland Copper Company Inc.,TSX.V,Mining
ARU.V,Aurania Resources Ltd.,TSX.V,Mining
FA.V,Fountain Asset Corp.,TSX.V,Financial Services
AUTO.V,Agereh Technologies Inc.,TSX.V,Technology
SMY.V,Search Minerals Inc.,TSX.V,Mining
XMF-A.TO,M SPLIT CORP. (2014) CAPITAL,TSX,Investment Company
AEC.V,Anfield Energy Inc.,TSX.V,Mining
REVX.V,Rev Exploration Corp.,TSX.V,Mining
UFC.V,Urbanfund Corp.,TSX.V,Real Estate
NCI.V,NTG Clarity Networks Inc.,TSX.V,Manufacturing
ASG.V,Aurora Spine Corporation,TSX.V,Technology
UGD.V,Unigold Inc.,TSX.V,Mining
ASL.V,Argentum Silver Corp.,TSX.V,Mining
RCT.V,Rochester Resources Ltd.,TSX.V,Mining
SNV.V,Sonoro Energy Ltd.,TSX.V,Oil & Gas
GEC.TO,Global Education Communities Corp.,TSX,Education
SBI.TO,SERABI GOLD PLC ORDINARY J,TSX,Gold Expl & Dev
BEM.V,Brasnova Energy Materials Inc.,TSX.V,Mining
AORO.V,Aloro Mining Corp.,TSX.V,Mining
ASM.TO,Avino Silver & Gold Mines Ltd.,TSX,Silver Mining & Expl
CSX.V,Clean Seed Capital Group Ltd.,TSX.V,Manufacturing
RW.V,RenoWorks Software Inc.,TSX.V,Technology
TAU.V,Thesis Gold and Silver Inc.,TSX.V,Mining
MINE.V,Inomin Mines Inc,TSX.V,Mining
PMX.V,ProAm Explorations Corporation,TSX.V,Mining
SNG.V,Silver Range Resources Ltd.,TSX.V,Mining
DCM.TO,DATA COMMUNICATIONS MANAGEMENT CORP.,TSX,Diversified Serv
FBF.V,Fab-Form Industries Ltd.,TSX.V,Manufacturing
NED.V,New Destiny Mining Corp.,TSX.V,Mining
FAR.TO,FORACO INTERNATIONAL SA,TSX,Drilling Services
BKM.V,Pacific Booker Minerals Inc.,TSX.V,Mining
KGS.V,Kingman Minerals Ltd.,TSX.V,Mining
IVX.V,Inventronics Limited,TSX.V,Manufacturing
RDS.V,Radisson Mining Resources Inc.,TSX.V,Mining
TCO.V,Transatlantic Mining Corp.,TSX.V,Mining
PGDC.V,Patagonia Gold Corp.,TSX.V,Mining
OLY.TO,OLYMPIA FINANCIAL GROUP INC.,TSX,Investment Mgt
NEXG.V,NeXGold Mining Corp.,TSX.V,Mining
RYO.V,Rio Silver Inc.,TSX.V,Mining
ABC.V,Absolutely Critical Resources Corp.,TSX.V,Mining
CATX.V,Catalyst One Exploration Corp.,TSX.V,Mining
GIGA.V,Giga Metals Corporation,TSX.V,Mining
ILLM.TO,illumin Holdings Inc.,TSX,Technology
FCA-U.V,Firm Capital Apartment REIT USD,TSX.V,Real Estate
NOBL.V,Noble Plains Uranium Corp.,TSX.V,Mining
BLM.V,BluMetric Environmental Inc.,TSX.V,Business Services
WP.V,Western Pacific Trust Company,TSX.V,Financial Services
CGY.TO,CALIAN GROUP LTD.,TSX,Commun Systems
PGIC.TO,Premium Global Income Split Fund,TSX,Investment Company
IZN.V,InZinc Mining Ltd.,TSX.V,Mining
LVG.V,Lake Victoria Gold Ltd.,TSX.V,Mining
CTZ.V,Namsys Inc.,TSX.V,Technology
YNV.V,Ynvisible Interactive Inc.,TSX.V,Mining
EBM.V,Eastwood Bio-Medical Canada Inc.,TSX.V,Business Services
LALI.V,Latam Lithium Corp.,TSX.V,Mining
CCCM.V,C3 Metals Inc.,TSX.V,Mining
GMV.V,GMV Minerals Inc.,TSX.V,Mining
UNI.TO,Unisync Corp.,TSX,Clothing Dsgn/Retail
CFY.V,CF Energy Corp.,TSX.V,Utilities
COCO.V,Coast Copper Corp.,TSX.V,Mining
BM.V,BC Moly Ltd.,TSX.V,Mining
AGX.V,Silver X Mining Corp,TSX.V,Mining
JUN-A.V,Juno International Corporation,TSX.V,Financial Services
HPL.V,Horizon Petroleum Ltd.,TSX.V,Oil & Gas
STMP.V,Stamper Oil & Gas Corp.,TSX.V,Mining
CAI.V,Capitan Investment Ltd.,TSX.V,Financial Services
CGD.V,Carlin Gold Corporation,TSX.V,Mining
HPQ.V,HPQ Silicon Inc.,TSX.V,Manufacturing
SLI.V,Standard Lithium Ltd.,TSX.V,Oil & Gas
TNZ.TO,Tenaz Energy Corp.,TSX,Oil/Gas Expl & Dev
VLX.V,Velox Energy Materials Inc.,TSX.V,Mining
TIG.V,Triumph Gold Corp.,TSX.V,Mining
ZONE.V,Zonetail Inc.,TSX.V,Technology
ECR.V,Cartier Resources Inc.,TSX.V,Mining
AWX.V,Arcwest Exploration Inc.,TSX.V,Mining
TWO.V,T2 Metals Corp.,TSX.V,Mining
FEO.V,Oceanic Iron Ore Corp.,TSX.V,Mining
PERU.V,Chakana Copper Corp.,TSX.V,Mining
ELF.TO,E-L FINANCIAL CORP. LTD.,TSX,Insurance
LMG.V,Lincoln Gold Mining Inc.,TSX.V,Mining
USS.V,Uniserve Communications Corporation,TSX.V,Media
BMM.V,Black Mammoth Metals Corporation,TSX.V,Mining
GPUS.V,Alset AI Ventures Inc.,TSX.V,Financial Services
OGO.V,Organto Foods Inc.,TSX.V,Manufacturing
AVG.V,Avidian Gold Corp.,TSX.V,Mining
GBML.V,Global Battery Metals Ltd.,TSX.V,Mining
TRBC.V,Tribeca Resources Corporation,TSX.V,Mining
LIB.V,LibertyStream Infrastructure Partners Inc.,TSX.V,Mining
GSD.V,Devonian Health Group Inc.,TSX.V,Manufacturing
LITT.V,Futuregen Industries Corp.,TSX.V,Financial Services
MET.V,Metalore Resources Limited,TSX.V,Mining
GLDN.V,GOLDEN RIDGE RESOURCES LTD,TSX.V,Mining
GDP.V,Golden Pursuit Resources Ltd.,TSX.V,Mining
OLV.V,Olivut Resources Ltd.,TSX.V,Mining
GSVR.V,Guanajuato Silver Company Ltd.,TSX.V,Mining
FFP.V,Consolidated Firstfund Capital Corp.,TSX.V,Real Estate
ORV.TO,ORVANA MINERALS CORP. J,TSX,Gold Expl & Dev
GOK.V,GINSMS Inc.,TSX.V,Technology
FG.V,Falcon Gold Corp.,TSX.V,Mining
THM.V,"Thunder Mountain Gold, Inc.",TSX.V,Mining
CVV.V,Canalaska Uranium Ltd.,TSX.V,Mining
OMM.V,Omineca Mining and Metals Ltd.,TSX.V,Mining
NCF.TO,NORTHCLIFF RESOURCES LTD. J,TSX,Mineral Expl & Dev
LAB.V,Labrador Gold Corp.,TSX.V,Financial Services
ARIC.V,Awale Resources Limited,TSX.V,Mining
CEMX.TO,CEMATRIX Corporation,TSX,Concrete Manufacturer
GENX.V,Genix Pharmaceuticals Corporation,TSX.V,Manufacturing
TUK.V,Tuktu Resources Ltd.,TSX.V,Mining
RGI.V,Reco International Group Inc.,TSX.V,Real Estate
THX.V,Thor Explorations Ltd.,TSX.V,Mining
LCX.V,Lycos Energy Inc.,TSX.V,Oil & Gas
TTG.V,Trans Canada Gold Corp,TSX.V,Oil & Gas
NTB.V,New Tymbal Resources Ltd.,TSX.V,Mining
JTC.V,Jemtec Inc.,TSX.V,Technology
PNC-A.TO,POSTMEDIA NETWORK CDA CORP. CL C VOTING J,TSX,Printing & Publish
OM.TO,Osisko Metals Incorporated,TSX,Mineral Expl & Dev
MLP.V,Millennial Potash Corp.,TSX.V,Mining
XL.V,XXL Energy Corp.,TSX.V,Oil & Gas
USCU.V,US Copper Corp,TSX.V,Mining
SEVA.V,Seva Mining Corp.,TSX.V,Mining
FTEC.V,Fintech Select Ltd.,TSX.V,Technology
AKT.TO,AKITA DRILLING LTD. CL,TSX,Drill Oil/Gas Wells
EGR.V,EGR Exploration Ltd.,TSX.V,Mining
VBNK.TO,VERSABANK J,TSX,Banking
EGM.V,Engold Mines Ltd.,TSX.V,Mining
DII-A.TO,DOREL INDUSTRIES INC. CL 'A' MV,TSX,Furniture Mfg
CIO.V,Central Iron Ore Limited,TSX.V,Mining
HVG.V,Harvest Gold Corp.,TSX.V,Mining
FMN.V,Fidelity Minerals Corp.,TSX.V,Mining
CCMC.V,Core Critical Metals Corp.,TSX.V,Mining
VIZ.V,Visionary Metals Corp.,TSX.V,Mining
FTU.TO,US FINANCIAL 15 SPLIT CORP. CLASS 'A',TSX,Mutual Funds
TPX-A.TO,MOLSON COORS CANADA INC. CLASS 'A' EXCH LV,TSX,Brewery/Divers Mfg
JZR.V,JZR Gold Inc.,TSX.V,Mining
BRC.V,Blackrock Silver Corp.,TSX.V,Mining
BES.V,Braille Energy Systems Inc.,TSX.V,Technology
ORC-A.V,Orca Energy Group Inc. A,TSX.V,Oil & Gas
VMXX.V,Valhalla Metals Inc.,TSX.V,Mining
FL.V,Frontier Lithium Inc.,TSX.V,Mining
HWY.V,Highway 50 Gold Corp.,TSX.V,Mining
NTH.V,Nord Precious Metals Mining Inc.,TSX.V,Mining
BNG.TO,BENGAL ENERGY LTD. J,TSX,Oil/Gas Expl & Dev
SQG.V,Spackman Equities Group Inc.,TSX.V,Hospitality & Entertainment
VTX.V,Vertex Resource Group Ltd.,TSX.V,Manufacturing
WELL.TO,WELL Health Technologies Corp.,TSX,Healthcare Facility
ARO.V,ARC Mineral Royalties Ltd.,TSX.V,Manufacturing
CLIC.V,Comet Lithium Corporation,TSX.V,Mining
OGW.V,Ongwe Minerals Inc.,TSX.V,Mining
VIO.V,Vior Gold Corporation Inc.,TSX.V,Mining
TCL-B.TO,TRANSCONTINENTAL INC. CL 'B' MV,TSX,Printing & Publish
ELC.V,Elysee Development Corp.,TSX.V,Financial Services
VIS.V,Visionstate Corp.,TSX.V,Technology
ELM.V,Element Lifestyle Retirement Inc.,TSX.V,Manufacturing
FTUR.V,Future Fuels Inc.,TSX.V,Mining
GR.V,Great Atlantic Resources Corp.,TSX.V,Mining
SPAR.V,Spartacus Metals Inc.,TSX.V,Mining
MQM.V,MetalQuest Mining Inc.,TSX.V,Mining
MATE.V,Blockmate Ventures Inc.,TSX.V,Financial Services
HAY.V,Hayasa Metals Inc.,TSX.V,Mining
AWE.V,Thunderstruck Resources Ltd.,TSX.V,Mining
GRB.V,Greenbriar Sustainable Living Inc.,TSX.V,Real Estate
ROAR.V,Lion Rock Resources Inc.,TSX.V,Mining
ELO.TO,Eloro Resources Ltd.,TSX,Base Mtl Expl/Dev
PTC.V,Petrox Resources Corp.,TSX.V,Oil & Gas
AWI.V,Advent-AWI Holdings Inc.,TSX.V,Technology
EQTY.V,Equity Metals Corporation,TSX.V,Mining
RLYG.V,RILEY GOLD CORP,TSX.V,Mining
GFP.TO,GreenFirst Forest Products Inc,TSX,Forest Products
PTE.V,Pioneering Technology Corp.,TSX.V,Technology
YES.V,Char Technologies Ltd.,TSX.V,Manufacturing
ENDR.V,Enduro Metals Corporation,TSX.V,Mining
GT.V,GT Resources Inc.,TSX.V,Mining
PTF.V,Pender Growth Fund Inc.,TSX.V,Financial Services
FLCN.V,Falcon Energy Materials plc,TSX.V,Oil & Gas
CYF.V,Canyon Creek Food Company Ltd.,TSX.V,Manufacturing
OVT.V,Oculus Inc.,TSX.V,Business Services
MUSH.V,Mercanto Holdings Inc.,TSX.V,Manufacturing
KCC.V,Kincora Copper Limited,TSX.V,Mining
RMD.V,Richmond Minerals Inc.,TSX.V,Mining
ALT.V,Alturas Minerals Corp.,TSX.V,Mining
FNR.V,49 North Resources Inc.,TSX.V,Financial Services
SALT.V,Atlas Salt Inc.,TSX.V,Mining
INFI.V,Infinitum Copper Corp,TSX.V,Mining
MAH.V,Marksmen Energy Inc.,TSX.V,Oil & Gas
MANU.V,Manhattan Uranium Discovery Corp.,TSX.V,Mining
VG.V,Volcanic Gold Mines Inc,TSX.V,Mining
EMR.V,Emergent Metals Corp,TSX.V,Mining
ID.V,Secure Blockchain Development Corp.,TSX.V,Technology
GLDC.V,CASSIAR GOLD CORP,TSX.V,Oil & Gas
BSK.V,Blue Sky Uranium Corp.,TSX.V,Mining
BARK.V,Black Spruce Exploration Inc.,TSX.V,Mining
FOR.V,Fortune Bay Corp.,TSX.V,Mining
SSE.V,Silver Spruce Resources Inc.,TSX.V,Mining
MAP.V,Maple Peak Investments Inc.,TSX.V,Financial Services
CEQ.V,Criterium Energy Ltd.,TSX.V,Oil & Gas
CMI.V,C-Com Satellite Systems Inc.,TSX.V,Technology
TORR.V,Torrent Capital Ltd.,TSX.V,Financial Services
AZM.V,Azimut Exploration Inc.,TSX.V,Mining
SURG.V,Surge Copper Corp.,TSX.V,Mining
PDQ.V,Paradigm Gold Corporation,TSX.V,Mining
CCL-A.TO,CCL INDUSTRIES INC. CL 'A',TSX,Diversified Oper
PINN.V,Pinnacle Silver and Gold Corp.,TSX.V,Mining
FRI.V,Freeport Resources Inc.,TSX.V,Mining
KGC.V,Kestrel Gold Inc.,TSX.V,Mining
NPR.V,North Peak Resources Ltd.,TSX.V,Mining
MN.V,Manganese X Energy Corp.,TSX.V,Mining
ZC.V,Zimtu Capital Corp.,TSX.V,Financial Services
IEI.V,Imperial Equities Inc.,TSX.V,Real Estate
CMU.V,Comet Industries Ltd.,TSX.V,Real Estate
BTT.V,Bitterroot Resources Ltd.,TSX.V,Mining
ENW.V,EnWave Corporation,TSX.V,Manufacturing
PWER.V,Global Power Solutions Corp.,TSX.V,Real Estate
NL.V,Northern Lion Gold Corp.,TSX.V,Mining
YCM.TO,COMMERCE SPLIT CORP. CAPITAL,TSX,Investment Company
B.V,BCM Resources Corporation,TSX.V,Mining
ECOR.TO,Ecora Royalties PLC,TSX,Mineral Res Prop
WSK.V,Wildsky Resources Inc.,TSX.V,Mining
WCSB.V,Decimus Oil Corp.,TSX.V,Oil & Gas
MSR.V,Minsud Resources Corp.,TSX.V,Mining
SKYG.V,Sky Gold Corp.,TSX.V,Mining
SGE.V,Strategem Capital Corporation,TSX.V,Financial Services
PNPN.V,Power Metallic Mines Inc.,TSX.V,Mining
OGG.V,Osisko Gold Group Inc.,TSX.V,Mining
MKZ-UN.TO,MACKENZIE MASTER LIMITED PARTNERSHIP UNITS,TSX,Mutual Funds
PVF-UN.V,Partners Value Investments LP,TSX.V,Financial Services
ZFR.V,Zephyr Minerals Ltd.,TSX.V,Mining
DAR.V,Darelle Online Solutions Inc.,TSX.V,Technology
VRY.V,Petro-Victory Energy Corp.,TSX.V,Mining
CN.V,Condor Resources Inc.,TSX.V,Mining
DAU.V,Desert Gold Ventures Inc.,TSX.V,Mining
ZYUS.V,ZYUS Life Sciences Corporation,TSX.V,Manufacturing
STC.TO,Sangoma Technologies Corporation,TSX,Telecommunications
ENI-UN.TO,ENERGY INCOME FUND TRUST UNITS,TSX,Investment Fund
GSS.V,Gossan Resources Limited,TSX.V,Mining
PCQ.V,Petrolympic Ltd.,TSX.V,Oil & Gas
RAV-UN.TO,RAVENSOURCE FUND UNITS,TSX,Investment Trust
SCLT.V,Searchlight Resources Inc.,TSX.V,Mining
BRW.V,BRUNSWICK EXPLORATION INC,TSX.V,Mining
STE.V,Starr Peak Mining Ltd.,TSX.V,Mining
TRO.V,Taranis Resources Inc.,TSX.V,Mining
RME.V,Roland Mineral Enterprises Corp.,TSX.V,Mining
OBUL.V,One Bullion Limited,TSX.V,Mining
MTH.V,Mammoth Resources Corp.,TSX.V,Mining
DCY.V,Discovery-Corp Enterprises Inc.,TSX.V,Mining
CBLT.V,CBLT Inc.,TSX.V,Mining
KDOZ.V,Kidoz Inc.,TSX.V,Technology
VRR.V,VR Resources Ltd.,TSX.V,Mining
SR.V,Strategic Resources Inc.,TSX.V,Mining
KNG.V,Kingsmen Resources Ltd.,TSX.V,Mining
SCOT.V,Scottie Resources Corp.,TSX.V,Mining
TRU.V,TRU Precious Metals Corp.,TSX.V,Mining
EQ.V,EQ Inc.,TSX.V,Technology
GTC.V,Getty Copper Inc.,TSX.V,Mining
MCI.V,Minnova Corp.,TSX.V,Mining
VUX.V,Vital Energy Inc.,TSX.V,Oil & Gas
FYL.V,Finlay Minerals Ltd.,TSX.V,Mining
BCF.V,Builders Capital Mortgage Corp.,TSX.V,Real Estate
JADE.V,Jade Leader Corp,TSX.V,Mining
SGZ.V,Sego Resources Inc.,TSX.V,Mining
MNO.TO,Meridian Mining PLC,TSX,Mineral Expl & Dev
CWL.TO,CALDWELL PARTNERS INTERNATIONAL INC. (THE),TSX,Employee Recruit
MNS.TO,ROYAL CANADIAN MINT-CDN SILVER RESERVES ETR,TSX,Investment Note
MCM-A.V,"Matachewan Consolidated Mines, Limited",TSX.V,Financial Services
BYN.V,Banyan Gold Corp.,TSX.V,Mining
MTX.V,Metalex Ventures Ltd.,TSX.V,Mining
BAG.V,Blende Silver Corp.,TSX.V,Mining
GUF.V,Gulf & Pacific Equities Corp.,TSX.V,Real Estate
SHL.V,Homeland Nickel Inc.,TSX.V,Mining
NET-UN.V,Canadian Net Real Estate Investment Trust,TSX.V,Real Estate
LITH.V,Lithium Chile Inc.,TSX.V,Mining
LUCA.V,Luca Mining Corp.,TSX.V,Mining
MSC.V,Millennium Silver Corp,TSX.V,Mining
DEAL.V,Playgon Games Inc.,TSX.V,Technology
ENEV.V,Enerev5 Metals Inc,TSX.V,Mining
SNAG.V,Silver North Resources Ltd.,TSX.V,Mining
MCS.V,McChip Resources Inc,TSX.V,Financial Services
PEX.V,Pacific Ridge Exploration Ltd.,TSX.V,Mining
TORQ.V,Torq Resources Inc.,TSX.V,Mining
VXL.V,Vaxil Bio Ltd.,TSX.V,Technology
COO.V,Ostrom Climate Solutions Inc.,TSX.V,Business Services
NTE.V,Network Media Group Inc.,TSX.V,Technology
CAD.V,Colonial Coal International Corp.,TSX.V,Mining
YARR.V,Pirate Gold Corp.,TSX.V,Mining
NMI.V,NAMIBIA CRITICAL METALS INC,TSX.V,Mining
PAT.V,Patterson Metals Corp.,TSX.V,Mining
RPP.V,Regent Pacific Properties Inc.,TSX.V,Real Estate
CAF.V,Canaf Investments Inc.,TSX.V,Mining
IMR.V,iMetal Resources Inc.,TSX.V,Mining
TVK.TO,TerraVest Industries Inc.,TSX,Commun Marketing
BEA.V,Belmont Resources Inc.,TSX.V,Mining
GUN.V,Gunpoint Exploration Ltd.,TSX.V,Mining
SIEN.V,Sienna Resources Inc.,TSX.V,Mining
KDA.V,KDA Group Inc.,TSX.V,Medical & Health Care
COR.V,Camino Minerals Corporation,TSX.V,Mining
MPC.TO,MADISON PACIFIC PROPERTIES INC. CL 'B',TSX,Real Estate
AML.V,Akwaaba Mining Ltd.,TSX.V,Mining
PDV.TO,PRIME DIVIDEND CORP. CLASS 'A',TSX,Investment Company
KNOX.V,Vault Strategic Mining Corp.,TSX.V,Mining
MPC-C.TO,MADISON PACIFIC PROPERTIES INC. CL 'C' NV,TSX,Real Estate
MD.V,Midland Exploration Inc.,TSX.V,Mining
KLDC.V,Kirkland Lake Discoveries Corp.,TSX.V,Mining
MDNA.TO,Medicenna Therapeutics Corp.,TSX,Therapeutic Prod
COV.V,Covalon Technologies Ltd.,TSX.V,Technology
TTS.V,Tintina Mines Ltd,TSX.V,Mining
AAZ.V,Azincourt Energy Corp.,TSX.V,Mining
MIVO.V,Miivo AI Inc.,TSX.V,Technology
QGR.V,Q-Gold Resources Ltd.,TSX.V,Mining
DLC.V,DLC Holdings Corp.,TSX.V,Manufacturing
PGE.V,Stillwater Critical Minerals Corp.,TSX.V,Mining
TTZ.V,Total Telcom Inc.,TSX.V,Technology
CBA.V,Champion Bear Resources Ltd.,TSX.V,Mining
SVA.TO,Sernova Biotherapeutics Inc,TSX,Therapeutic Prod
GIII.V,ReGen III Corp.,TSX.V,Manufacturing
WBE.V,WestBond Enterprises Corporation,TSX.V,Manufacturing
CPL.V,Copper Lake Resources Ltd.,TSX.V,Mining
EFF.V,1844 Resources Inc.,TSX.V,Mining
XLY.TO,Auxly Cannabis Group Inc.,TSX,Cannabis Dev & Dstr
TUD.V,Tudor Gold Corp,TSX.V,Mining
SVG.V,Silver Grail Resources Ltd.,TSX.V,Mining
CNT.TO,CENTURY GLOBAL COMMODITIES CORPORATION J,TSX,Mineral Expl & Dev
ISGI.V,InsuraGuest Technologies Inc.,TSX.V,Technology
APL.V,Appulse Corporation,TSX.V,Merchandising
NUAG.TO,New Pacific Metals Corp. New,TSX,Mining Expl & Dev
CBG.V,Chibougamau Independent Mines Inc.,TSX.V,Mining
ETF.V,Eastfield Resources Ltd.,TSX.V,Mining
INX.V,Intouch Insight Ltd.,TSX.V,Technology
SVI.TO,Storagevault Canada Inc.,TSX,Move/Storage Space
ZOMD.V,Zoomd Technologies Ltd.,TSX.V,Technology
APN.V,Altiplano Metals Inc.,TSX.V,Mining
NVI.V,Novra Technologies Inc.,TSX.V,Technology
WCE.V,Wescan Energy Corp.,TSX.V,Oil & Gas
RRR-UN.V,R&R Real Estate Investment Trust,TSX.V,Financial Services
KORE.V,KORE MINING LTD,TSX.V,Mining
BWR.V,BWR Exploration Inc.,TSX.V,Mining
VZZ.V,Val-D'or Mining Corporation,TSX.V,Mining
LORD.V,St. James Gold Corp.,TSX.V,Mining
MOON.V,Blue Moon Metals Inc.,TSX.V,Mining
TXP.TO,TOUCHSTONE EXPLORATION INC.,TSX,Oil/Gas Expl & Dev
PEI.V,Prospera Energy Inc.,TSX.V,Mining
PGZ.V,Pan Global Resources Inc.,TSX.V,Mining
SKK.V,Strikewell Energy Corp.,TSX.V,Oil & Gas
EMM.V,Giyani Metals Corp.,TSX.V,Mining
NILI.V,Surge Battery Metals Inc,TSX.V,Mining
ABZ.V,AsiaBase Metals Inc. New,TSX.V,Mining
ROB.V,Robinson Energy Limited,TSX.V,Oil & Gas
QMC.V,QMC Quantum Minerals Corp.,TSX.V,Mining
SCMI.V,Selkirk Copper Mines Inc.,TSX.V,Mining
ETG.TO,Entree Resources Ltd.,TSX,Mineral Expl & Dev
APX.V,Apex Resources Inc.,TSX.V,Mining
ARCH.V,Arch Biopartners Inc.,TSX.V,Technology
MAX.V,MAX Resource Corp.,TSX.V,Mining
MEK.V,Metals Creek Resources Corp.,TSX.V,Mining
NVX.V,NV Gold Corporation,TSX.V,Mining
ATOM.V,Atomic Minerals Corporation,TSX.V,Mining
QNC.V,Quantum eMotion Corp.,TSX.V,Technology
SDI.V,Stampede Drilling Inc.,TSX.V,Mining
VHI.TO,Vitalhub Corp.,TSX,Healthcare Tech
SXL.V,SLAM Exploration Ltd.,TSX.V,Mining
CRB.V,Cariboo Rose Resources Ltd.,TSX.V,Mining
EMNT.V,Eminent Gold Corp,TSX.V,Mining
TWR.V,Tower Resources Ltd.,TSX.V,Mining
IPD.V,International Parkside Products Inc.,TSX.V,Manufacturing
PER.V,Peruvian Metals Corp.,TSX.V,Mining
LQWD.V,LQWD Technologies Corp.,TSX.V,Technology
OOR.V,Opus One Gold Corporation,TSX.V,Mining
PINK.V,"Perimeter Medical Imaging AI, Inc.",TSX.V,Technology
RTH.V,Rathdowney Resources Ltd.,TSX.V,Mining
ACS.V,Archon Minerals Limited,TSX.V,Mining
ELE.TO,Elemental Royalty Corporation,TSX,Investment Fund
REC.V,Record Resources Inc.,TSX.V,Mining
OMG.V,Omai Gold Mines Corp,TSX.V,Mining
IQ.V,AirIQ Inc.,TSX.V,Technology
QST.V,Questor Technology Inc.,TSX.V,Oil & Gas
PJX.V,PJX Resources Inc.,TSX.V,Mining
WGO.V,White Gold Corp.,TSX.V,Mining
WGF.V,Wescan Goldfields Inc.,TSX.V,Mining
ADE.V,Adex Mining Inc.,TSX.V,Mining
IRI.V,IEMR Resources Inc.,TSX.V,Mining
DSY.V,Destiny Media Technologies Inc.,TSX.V,Technology
AWM.V,Angel Wing Metals Inc.,TSX.V,Mining
EDCU.TO,Edge Copper Corporation,TSX,Mining
SME.V,Sama Resources Inc.,TSX.V,Mining
TGOL.V,Thunder Gold Corp.,TSX.V,Mining
