ticker,name,exchange,sector
EPRX.TO,Eupraxia Pharmaceuticals Inc,TSX,Biotechnology
EK.V,Everkind Wellness Inc.,TSX.V,Manufacturing
IS.TO,Infrastructure Dividend Split Corp.,TSX,Investment Fund
MFG.V,Mayfair Gold Corp.,TSX.V,Mining
AIV-P.V,Apolo IV Acquisition Corp.,TSX.V,Unclassified
MDA.TO,MDA Space Ltd.,TSX,Space Technology
LTH.V,Lithium Ionic Corp.,TSX.V,Mining
LOVE.TO,Cannara Biotech Inc.,TSX,Investment Fund
RAMP.V,Ramp Metals Inc.,TSX.V,Mining
IAU.TO,i-80 Gold Corp.,TSX,Mineral Expl & Dev
MERG.V,Metal Energy Corp.,TSX.V,Mining
WGT.V,Westgate Energy Inc.,TSX.V,Oil & Gas
SM.V,Sierra Madre Gold and Silver Ltd.,TSX.V,Mining
BECN.V,BEACN Wizardry & Magic Inc.,TSX.V,Technology
NBLC.V,Nobel Resources Corp.,TSX.V,Mining
SERV.V,Elevate Service Group Inc.,TSX.V,Business Services
MNRG.V,Monumental Energy Corp.,TSX.V,Mining
AE.V,American Eagle Gold Corp.,TSX.V,Mining
ASTR.V,Astra Exploration Inc.,TSX.V,Mining
TLRY.TO,Tilray Brands Inc.,TSX,Cannabis Prod/Mkt
HASH.V,Simply Solventless Concentrates Ltd.,TSX.V,Manufacturing
TFPM.TO,Triple Flag Precious Metals Corp.,TSX,Finance Serv & Invest
PWI.TO,Power Infrastructure Split Corp,TSX,Investment Company
VCC-P.V,Veteran Capital Corp.,TSX.V,Unclassified
ACL.V,A.C.L. Construction Ltd.,TSX.V,Real Estate
MNLX.V,MiniLuxe Holding Corp.,TSX.V,Merchandising
WPR.V,CANPR Technology Ltd.,TSX.V,Technology
KOVO.V,Kovo+ Holdings Inc.,TSX.V,Technology
BRCB-P.V,Brachium2 Capital Corp.,TSX.V,Unclassified
TSLV.V,Tier One Silver Inc.,TSX.V,Mining
TIGR.V,Tiger Gold Corp.,TSX.V,Mining
FORA.TO,VerticalScope Holdings Inc.,TSX,Digital Technology
VAND.V,Largo Physical Vanadium Corp.,TSX.V,Financial Services
SSX.V,SLEEPING GIANT CAPITAL CORP.,TSX.V,Oil & Gas
STCK.TO,Stack Capital Group Inc,TSX,Investment Company
FAIR.V,FAIRCHILD GOLD CORP.,TSX.V,Mining
WOLF.V,Grey Wolf Health Corp.,TSX.V,Merchandising
ANRG.TO,Anaergia Inc.,TSX,Renewable Energy
CMC.V,Cielo Waste Solutions Corp.,TSX.V,Manufacturing
PET.TO,Pet Valu Holdings Ltd.,TSX,Pet Foods/Supplies
BNT.TO,Brookfield Wealth Solutions Ltd,TSX,Insurance
PVIS.V,Parvis Invest Inc.,TSX.V,Technology
NXH.V,NEXT HYDROGEN SOLUTIONS INC.,TSX.V,Technology
YAY.V,THS Maple Holdings Ltd.,TSX.V,Merchandising
JTWO.V,J2 METALS INC.,TSX.V,Mining
HELI.V,First Helium Inc.,TSX.V,Oil & Gas
ROOF.V,Northstar Clean Technologies Inc,TSX.V,Manufacturing
MCCP-P.V,Michichi Capital Corp.,TSX.V,Unclassified
FFC-P.V,Fife Capital Corp.,TSX.V,Unclassified
U-U.TO,Sprott Physical Uranium Trust USD,TSX,Investment Trust
NTLX.V,NeuroThera Labs Inc.,TSX.V,Technology
SAWC-P.V,SAYWARD CAPITAL CORP,TSX.V,Unclassified
RFX.V,Reeflex Solutions Inc.,TSX.V,Manufacturing
WAT-P.V,WHATCOM CAPITAL II CORP,TSX.V,Unclassified
EVGN.V,EVERGEN INFRASTRUCTURE CORP,TSX.V,Technology
AVII-P.V,Antera Ventures II Corp.,TSX.V,Unclassified
CYBE.V,"CyberCatch Holdings, Inc.",TSX.V,Technology
LCFS.TO,Tidewater Renewables Ltd.,TSX,Renewable Energy
CUEX.V,Copperex Resources Corporation,TSX.V,Mining
JJJJ.V,J4 Ventures Resources Corp.,TSX.V,Mining
ALTR-P.V,Alterego Ventures 24 Corp.,TSX.V,Unclassified
AAA-P.V,FIRST TIDAL ACQUISITION CORP.,TSX.V,Unclassified
IMPT.V,Impact Development Group Inc.,TSX.V,Real Estate
HDRO.V,Primary Hydrogen Corp.,TSX.V,Mining
TALA.TO,Talamore Mining Corp.,TSX,Mining
MHUB.V,MINEHUB TECHNOLOGIES INC,TSX.V,Technology
RBY.TO,Rubellite Energy Corp,TSX,Oil/Gas Expl & Dev
ECAP-P.V,ENDURANCE CAPITAL CORP,TSX.V,Unclassified
FCLX.V,FCL-X Fire Safety Inc.,TSX.V,Technology
VCU.V,Vizsla Copper Corp.,TSX.V,Mining
MINK.V,MINK VENTURES CORPORATION,TSX.V,Mining
GEL.V,GRAPHANO ENERGY LTD,TSX.V,Mining
MCC.V,Morocco Strategic Minerals Corporation,TSX.V,Mining
AVR.V,Avaron Mining Corp.,TSX.V,Mining
WMS.V,Western Metallica Resources Corp.,TSX.V,Mining
LILL-P.V,LITTLE FISH ACQUISITION I CORP.,TSX.V,Unclassified
AUUA.V,Aluula Composites Inc.,TSX.V,Manufacturing
SICO.V,Silverco Mining Ltd.,TSX.V,Mining
PRL.TO,Propel Holdings Inc,TSX,Financial Prod/Serv
WWA-P.V,WHITEWATER ACQUISITION CORP,TSX.V,Unclassified
ASTL.TO,Algoma Steel Group Inc,TSX,Steel Production
TGC.V,TooGood Gold Corp.,TSX.V,Mining
TRV-P.V,TREVISO CAPITAL CORP.,TSX.V,Unclassified
UIG.V,Urban Infrastructure Group Inc.,TSX.V,Real Estate
ALEX.V,ALPHA EXPLORATION LTD,TSX.V,Mining
DTOL.TO,D2L Inc.,TSX,Education Softwr Tech
TNX.V,TenX Protocols Inc.,TSX.V,Technology
ALTU.V,Altura Energy Corp.,TSX.V,Mining
SURF-UN.V,Starlight U.S. Residential Fund (Multi-Family) Investment LP,TSX.V,Real Estate
WAM.V,Alaska Silver Corp.,TSX.V,Mining
DFY.TO,Definity Financial Corporation,TSX,Insurance
CVO.TO,Coveo Solutions Inc.,TSX,Information Tech
MSA.TO,Mineros S.A.,TSX,Gold Expl & Dev
TSAT.TO,Telesat Corporation,TSX,Satellite Commun Serv
INFM.V,Infinico Metals Corp.,TSX.V,Mining
SHLL-P.V,SHELLRON CAPITAL LTD.,TSX.V,Unclassified
MONA-P.V,MONARCH WEST VENTURES INC.,TSX.V,Unclassified
FROG.V,Bullfrog Gold Corporation,TSX.V,Mining
PCAA-P.V,PC 1 CORP,TSX.V,Unclassified
EVNI.V,EV NICKEL INC,TSX.V,Mining
ATD.TO,Alimentation Couche-Tard Inc.,TSX,Retail Food Chain
ARA.TO,Aclara Resources Inc.,TSX,Rare Earth Mining
RMB.V,RUMBU HOLDINGS LTD.,TSX.V,Business Services
FUN-P.V,FOUNTAINHALL CAPITAL CORP,TSX.V,Unclassified
GFTA.V,Grafta Nanotech Corp.,TSX.V,Manufacturing
ATOI.V,Asiatel Outsourcing Inc.,TSX.V,Technology
RUCC-P.V,RUPERTS CROSSING CAPITAL INC.,TSX.V,Unclassified
HCH.V,Hot Chili Limited,TSX.V,Mining
PMZ-UN.TO,Primaris Real Estate Investment Trust Series A,TSX,Investment Trust
OZ.V,Valkea Resources Corp.,TSX.V,Mining
CPER.V,COPPERCORP RESOURCES INC,TSX.V,Mining
CCMM.V,Coyote Copper Mines Inc.,TSX.V,Mining
KPEN-P.V,KP3993 RESOURCES INC,TSX.V,Unclassified
NPV.V,Next Phase Ventures Ltd.,TSX.V,Manufacturing
EVI.V,Eastport Critical Metals Corp.,TSX.V,Mining
AGMR.TO,Silver Mountain Resources Inc,TSX,Investment Fund
FMAN.V,Freeman Gold Corp.,TSX.V,Mining
HRC-P.V,HOSHI RESOURCE CORP,TSX.V,Unclassified
DAQ-P.V,Dominus Acquisition Corp.,TSX.V,Unclassified
XOX-P.V,Planet X Capital Corp.,TSX.V,Unclassified
PLXX-P.V,Planet X II Capital Corp.,TSX.V,Unclassified
SEGN.V,Seegnal Inc.,TSX.V,Medical & Health Care
DRAX-P.V,DRAXOS CAPITAL CORP.,TSX.V,Unclassified
SRR.V,Source Rock Royalties Ltd.,TSX.V,Oil & Gas
CTV.V,CleanTech Vanadium Mining Corp.,TSX.V,Mining
FORT.V,Fort Technology Inc.,TSX.V,Technology
ICRS.V,Icarus Capital Corp.,TSX.V,Hospitality & Entertainment
TIDE-P.V,INTERTIDAL CAPITAL CORP,TSX.V,Unclassified
NSU.V,North Shore Uranium Ltd.,TSX.V,Mining
EVNT.V,Eventer Technologies Ltd.,TSX.V,Technology
HEVI.V,HELIUM EVOLUTION INCORPORATED,TSX.V,Oil & Gas
LBNK.V,LithiumBank Resources Corp,TSX.V,Mining
MFA-P.V,Mayfair Acquisition Corporation,TSX.V,Unclassified
OCAP-P.V,Ocean Shore Capital Corp.,TSX.V,Unclassified
CNRI.V,Canadian North Resources Inc.,TSX.V,Mining
MEGO-P.V,Amego Capital Corp.,TSX.V,Unclassified
EVOC-P.V,Evocati Capital Resources Inc.,TSX.V,Unclassified
SOLI-P.V,Solid Impact Investments Corp.,TSX.V,Unclassified
LGC.V,Lavras Gold Corp.,TSX.V,Mining
LG.V,Lahontan Gold Corp.,TSX.V,Mining
FRNT.V,FRNT Financial Inc.,TSX.V,Financial Services
RSMX.V,Regency Silver Corp.,TSX.V,Mining
ZLTO.V,BULGOLD Inc.,TSX.V,Mining
FIN.V,Grit Metals Corp.,TSX.V,Mining
AEF.V,AE Fuels Corporation,TSX.V,Mining
BLCO.TO,Bausch Lomb Corporation,TSX,Optical Prod & Serv
PCRX.V,PharmaCorp Rx Inc.,TSX.V,Merchandising
NMC.V,Nuvau Minerals Inc.,TSX.V,Mining
CLIP.V,Clip Money Inc.,TSX.V,Technology
AMG-P.V,AMG Acquisition Corp.,TSX.V,Unclassified
BRED.V,Purebread Brands Inc.,TSX.V,Manufacturing
MHC-UN.TO,Flagship Communities Real Estate Investment Trust CAD,TSX,Investment Trust
AAAJ-P.V,AAJ Capital 3 Corp.,TSX.V,Unclassified
ARK.V,Arras Minerals Corp.,TSX.V,Mining
RAC-P.V,Riverwalk Acquisition Corp.,TSX.V,Unclassified
CEI.V,Coelacanth Energy Inc.,TSX.V,Oil & Gas
ATR-P.V,Aster Acquisition Corp.,TSX.V,Unclassified
NTX.V,NeoTerrex Minerals Inc.,TSX.V,Mining
AZC-P.V,A2ZCryptocap Inc.,TSX.V,Unclassified
IE.TO,Ivanhoe Electric Inc.,TSX,Mineral Expl & Dev
REH.V,Responsible Energy Corporation,TSX.V,Waste Management
KIB.V,Kiboko Gold Inc.,TSX.V,Mining
PSVA.V,Prospectiva Resources Ltd.,TSX.V,Mining
ARL.V,Aurum Lake Mining Corporation,TSX.V,Mining
BRVO.V,Bravo Mining Corp.,TSX.V,Mining
PAIN.V,Vector Science and Therapeutics Corp.,TSX.V,Technology
NICN.V,NICAN Limite,TSX.V,Mining
CLUS.V,Colossus Resources Corp.,TSX.V,Mining
RZL.V,RZOLV Technologies Inc.,TSX.V,Manufacturing
DNO.V,Dinero Ventures Ltd.,TSX.V,Mining
OCAL.V,OCAL Financial Inc.,TSX.V,Technology
QURI.V,Quri-Mayu Developments Ltd.,TSX.V,Mining
HIDE.V,Hydaway Digital Corp.,TSX.V,Manufacturing
FINV-P.V,Faction Investment Group Corp.,TSX.V,Unclassified
TRCG.V,Thistle Resources Inc.,TSX.V,Mining
CHER.V,Cheelcare Inc.,TSX.V,Manufacturing
FDY.TO,Faraday Copper Corp.,TSX,Copper Expl & Dev
CAPL-P.V,Caplink Ventures Inc.,TSX.V,Unclassified
GCV.V,GOLDEN STAR CAPITAL VENTURES INC.,TSX.V,Utilities
GSTM.V,Goldstorm Metals Corp.,TSX.V,Mining
MGRO.V,MustGrow Biologics Corp.,TSX.V,Waste Management
V.V,Verdera Energy Corp.,TSX.V,Mining
AXET-P.V,Axe2 Acquisitions Inc.,TSX.V,Unclassified
BN.TO,Brookfield Corporation,TSX,Diversified Oper
BAM.TO,Brookfield Asset Management Ltd.,TSX,Asset Mgt/Advise Serv
DPF.V,Dr. Phone Fix Canada Corporation,TSX.V,Business Services
MCT-P.V,M3 Capital Corp.,TSX.V,Unclassified
AGET.V,AGEDB Technology Ltd.,TSX.V,Technology
EXCL.V,Excalibur Metals Corp.,TSX.V,Mining
CES-P.V,Celestial Acquisition Corp.,TSX.V,Unclassified
CCDS.V,Carrier Connect Data Solutions Inc.,TSX.V,Technology
PALI.V,Palisades Goldcorp Ltd.,TSX.V,Financial Services
MAN-P.V,Mandala Capital Inc.,TSX.V,Unclassified
MATA.V,Matador Technologies Inc.,TSX.V,Technology
IDEX.V,IDEX Metals Corp.,TSX.V,Mining
EBCD-P.V,Eureka Capital Corp.,TSX.V,Unclassified
TOTC.V,Totec Resources Ltd.,TSX.V,Mining
SAGE.V,Sage Potash Corp.,TSX.V,Mining
LMN.V,Lumine Group Inc.,TSX.V,Technology
SPSA-P.V,SP Strategic Acquisition Corp.,TSX.V,Unclassified
DTEA.V,DAVIDsTEA Inc.,TSX.V,Merchandising
SGD.TO,Snowline Gold Corp.,TSX,Mining Expl & Dev
AROC-P.V,Argo Opportunity Corp.,TSX.V,Unclassified
RRCC-P.V,Raging Rhino Capital Corp.,TSX.V,Unclassified
SCAI.V,SalesCloser Technologies Ltd.,TSX.V,Technology
MDK-P.V,MDK Acquisition Inc.,TSX.V,Unclassified
BIRD.V,Thunderbird Minerals Corp.,TSX.V,Mining
TSND.TO,TerrAscend Corp.,TSX,Cannabis Prod/Mkt
BCHT.TO,Birchtech Corp.,TSX,Environmental Service
LGN.V,Logan Energy Corp.,TSX.V,Oil & Gas
VRTS.TO,Vertiqal Studios Corp.,TSX,Gaming Tech Platform
CAM.V,Cascadia Minerals Ltd.,TSX.V,Mining
ONYX.V,Onyx Gold Corp.,TSX.V,Mining
EGLT.V,EGL Technology Inc.,TSX.V,Technology
LEGY.V,Legacy Gold Mines Ltd.,TSX.V,Mining
ALFA-UN.V,Margaux Real Estate Investment Trust,TSX.V,Real Estate
SHRX.V,Sharp Therapeutics Corp.,TSX.V,Technology
RGC.V,Relevant Gold Corp.,TSX.V,Mining
PLSR.V,Pulsar Helium Inc.,TSX.V,Oil & Gas
SRQ.V,SRQ Resources Inc.,TSX.V,Mining
BNKR.TO,Bunker Hill Mining Corp.,TSX,Mining
AAUC.TO,Allied Gold Corporation,TSX,Gold Expl & Dev
VTEN.V,V Ten Metals Corp.,TSX.V,Mining
SEND.V,Sendero Resources Corp.,TSX.V,Mining
LAC.TO,Lithium Americas Corp.,TSX,Lithium/Potassium Dev
FRSH.V,The Fresh Factory B.C Ltd.,TSX.V,Merchandising
COSA.V,Cosa Resources Corp.,TSX.V,Mining
SUGR.V,Sucro Limited,TSX.V,Manufacturing
LIFT.V,Li-FT Power Ltd.,TSX.V,Mining
PUR.V,Premier American Uranium Inc.,TSX.V,Mining
CURA.TO,"Curaleaf Holdings, Inc.",TSX,Cannabis Dev & Dstr
RSC-P.V,Rockmount Capital Corporation,TSX.V,Unclassified
IGBT-UN.TO,2028 Investment Grade Bond Trust  Class F units,TSX,Investment Fund
DRY.V,Dryden Gold Corp.,TSX.V,Mining
AOCC-P.V,Artrari One Capital Corp.,TSX.V,Unclassified
OAC-P.V,Oa Capital Corp.,TSX.V,Unclassified
PWRO.V,Power One Resources Corp.,TSX.V,Mining
ZAU.V,Zodiac Gold Inc.,TSX.V,Mining
AMYA-P.V,Amaya Big Sky Capital Corp.,TSX.V,Unclassified
GFR.TO,Greenfire Resources Ltd.,TSX,Oil And Gas
NPS.TO,Canadian Large Cap Leaders Split Corp.,TSX,Investment Fund
SASK.V,ATHA Energy Corp.,TSX.V,Mining
SIG.V,Sitka Gold Corp.,TSX.V,Mining
KBRA.V,Kubera Gold Corp.,TSX.V,Mining
COS.V,Coniagas Battery Metals Inc.,TSX.V,Mining
HC.V,Hypercharge Networks Corp.,TSX.V,Manufacturing
XBOT.V,Realbotix Corp.,TSX.V,Technology
HLU.V,Homeland Uranium Corp.,TSX.V,Mining
ORCL.V,Oracle Commodity Holding Corp.,TSX.V,Financial Services
KTRI.V,Kootenay Resources Inc.,TSX.V,Mining
ONAU.V,OnGold Resources Ltd.,TSX.V,Mining
CHII-P.V,Chicane Capital II Corp.,TSX.V,Unclassified
COP-U.TO,Sprott Physical Copper Trust USF,TSX,Investment Fund
COP-UN.TO,Sprott Physical Copper Trust,TSX,Investment Fund
MOG.V,Mogotes Metals Inc.,TSX.V,Oil & Gas
NRC.V,Nations Royalty Corp.,TSX.V,Financial Services
AUM.V,Aumega Metals Ltd,TSX.V,Mining
ACDC.V,AC/DC Battery Metals Inc.,TSX.V,Mining
NMB.V,NorthMin Corporation,TSX.V,Mining
RUA.TO,Rua Gold Inc.,TSX,Mining
WGX.TO,Westgold Resources Limited,TSX,Mining
BOGO.V,Borealis Mining Company Limited,TSX.V,Mining
COPR.TO,Coppernico Metals Inc.,TSX,Mineral Exploration
HOH.V,High Arctic Overseas Holdings Corp.,TSX.V,Oil & Gas
GHRT.V,Greenheart Gold Inc.,TSX.V,Mining
FHR.V,Fiddlehead Resources Corp.,TSX.V,Oil & Gas
SRGE.V,Surge Digital Inc.,TSX.V,Technology
SAGA.V,Saga Metals Corp.,TSX.V,Mining
SOBO.TO,South Bow Corporation When Issued,TSX,Liquids Pipeline
MSG.V,Mithril Silver And Gold Limited,TSX.V,Mining
IBAT.V,International Battery Metals Ltd.,TSX.V,Mining
CNVI.V,Conavi Medical Corp.,TSX.V,Manufacturing
AW.TO,A & W Food Services of Canada Inc.,TSX,Restaurant
DDD.V,Metavista3D Inc.,TSX.V,Technology
CCEC.V,CanCambria Energy Corp.,TSX.V,Oil & Gas
AGA.V,Silver47 Exploration Corp.,TSX.V,Mining
GRGD.TO,Groupe Dynamite Inc,TSX,Fashion
ZCT.V,Zero Candida Technologies Inc.,TSX.V,Technology
LAF.V,Lithium Africa Corp.,TSX.V,Mining
FFM.TO,FireFly Metals Ltd,TSX,Copper-Gold Company
PMEI-UN.TO,PIMCO Monthly Enhanced Income Fund,TSX,Investment Fund
PDN.TO,Paladin Energy Ltd,TSX,Mining
NVLH.V,Nevada Lithium Resources Inc.,TSX.V,Mining
ZEFI.NE,ZEFIRO METHANE CORP.,NEO,Unknown
MOLY.TO,GREENLAND RESOURCES INC.,TSX,Mining
HOLD.NE,IMMUTABLE HOLDINGS INC.,NEO,Unknown
FGX.NE,FAIRCOURT GOLD INCOME CORP.,NEO,Unknown
SCRI.NE,SILVER CROWN ROYALTIES INC.,NEO,Unknown
VRNO.NE,VERANO HOLDINGS CORP.,NEO,Unknown
BCBN.NE,BASE CARBON INC.,NEO,Unknown
HELP.NE,CYBIN INC.,NEO,Unknown
JPEG.NE,Pioneer AI Foundry Inc.,NEO,Unknown
JET-B.NE,Global Crossing Airlines Group Inc. Class B,NEO,Unknown
JET.NE,Global Crossing Airlines Group Inc.,NEO,Unknown
ABXX.TO,ABAXX TECHNOLOGIES INC.,TSX,Tech
MAXQ.NE,MARITIME LAUNCH SERVICES INC.,NEO,Unknown
PBK.NE,PowerBank Corporation,NEO,Unknown
DEFI.NE,DEFI TECHNOLOGIES INC.,NEO,Unknown
KNR.NE,KONTROL TECHNOLOGIES CORP.,NEO,Unknown
CZZL.NE,CIZZLE BRANDS CORPORATION,NEO,Unknown
ALGO.NE,LIGHT AI INC.,NEO,Unknown
DMET.NE,DENARIUS METALS CORP.,NEO,Unknown
GLAS-A-U.NE,GLASS HOUSE BRANDS INC. SUBORDINATE VOTING EQUITY SHARES,NEO,Unknown
BTQ.NE,BTQ TECHNOLOGIES CORP.,NEO,Unknown
NETZ.NE,CARBON STREAMING CORPORATION,NEO,Unknown
MB.NE,Mercedes CDR (CAD Hedged),NEO,Unknown
NEST.NE,Nestle CDR (CAD Hedged),NEO,Unknown
TOYM.NE,Toyota CDR (CAD Hedged),NEO,Unknown
HNDA.NE,Honda CDR (CAD Hedged),NEO,Unknown
NTDO.NE,Nintendo CDR (CAD Hedged),NEO,Unknown
LTC.V,Lotus Creek Exploration Inc.,TSX.V,Oil & Gas
AMV-P.V,AMV II Capital Corporation,TSX.V,Unclassified
NVON.NE,Novo Nordisk CDR (CAD Hedged),NEO,Unknown
ASMH.NE,ASML CDR (CAD Hedged),NEO,Unknown
SAPG.NE,SAP CDR (CAD Hedged),NEO,Unknown
MUFG.NE,MUFG CDR (CAD Hedged),NEO,Unknown
SFTB.NE,SoftBank CDR (CAD Hedged),NEO,Unknown
MTSU.NE,Mitsubishi CDR (CAD Hedged),NEO,Unknown
NOVN.NE,Novartis CDR (CAD Hedged),NEO,Unknown
ROCH.NE,Roche CDR (CAD Hedged),NEO,Unknown
RCHM.NE,Richemont CDR (CAD Hedged),NEO,Unknown
UBS.NE,UBS CDR (CAD Hedged),NEO,Unknown
DTEL.NE,Deutsche Telekom CDR (CAD Hedged),NEO,Unknown
ALIZ.NE,Allianz CDR (CAD Hedged),NEO,Unknown
BMWY.NE,BMW CDR (CAD Hedged),NEO,Unknown
VWA.NE,Volkswagen CDR (CAD Hedged),NEO,Unknown
SONY.NE,Sony CDR (CAD Hedged),NEO,Unknown
HTCI.NE,Hitachi CDR (CAD Hedged),NEO,Unknown
ABB.NE,ABB CDR (CAD Hedged),NEO,Unknown
ZUR.NE,Zurich Insurance CDR (CAD Hedged),NEO,Unknown
LON.NE,Lonza CDR (CAD Hedged),NEO,Unknown
SIEM.NE,Siemens CDR (CAD Hedged),NEO,Unknown
PTX.V,PTX Metals Inc.,TSX.V,Mining
CDPR.V,Cerro de Pasco Resources Inc.,TSX.V,Mining
ADI.NE,Adidas CDR (CAD Hedged),NEO,Unknown
DHL.NE,DHL CDR (CAD Hedged),NEO,Unknown
HOL.NE,Holcim CDR (CAD Hedged),NEO,Unknown
SIKA.NE,Sika CDR (CAD Hedged),NEO,Unknown
HART.V,Gold Hart Copper Corp.,TSX.V,Mining
FFU.V,F4 Uranium Corp.,TSX.V,Mining
GRL.V,Greenlight Metals Inc.,TSX.V,Mining
BLU.V,Bluenergies Ltd.,TSX.V,Oil & Gas
PVF-A.V,Partners Value Investments LP Exchangeable Shares,TSX.V,Financial Services
SLT.TO,Saltire Capital Ltd CAD,TSX,Private Equity
AZEM.V,Arizona Eagle Mining Corp.,TSX.V,Mining
UTWO.V,U92 Energy Corp.,TSX.V,Mining
HSLV.TO,Highlander Silver Corp.,TSX,Natural Resource
INGG.NE,ING CDR (CAD Hedged),NEO,Unknown
CANO.NE,Canon CDR (CAD Hedged),NEO,Unknown
ZARA.NE,Inditex CDR (CAD Hedged),NEO,Unknown
BSAN.NE,Santander CDR (CAD Hedged),NEO,Unknown
BBVA.NE,BBVA CDR (CAD Hedged),NEO,Unknown
VMET.TO,Versamet Royalties Corporation,TSX,Investment Fund
ONCO.NE,Onco-Innovations Limited,NEO,Life Sciences
VLD.V,Vinland Lithium Inc.,TSX.V,Mining
LUXR.V,Luxor Metals Ltd.,TSX.V,Mining
AXO.V,Axo Metals Corp.,TSX.V,Mining
ADAD-P.V,Adagio 2 Capital Inc.,TSX.V,Unclassified
FINX.V,Finex Metals Ltd.,TSX.V,Mining
BTCT.V,Bitcoin Treasury Corporation,TSX.V,Financial Services
XTAO-U.V,XTAO Inc.,TSX.V,Technology
GO-U.TO,GO Residential Real Estate Investment Trust USD,TSX,Reit In Lhrs Property
ALK.TO,Alkane Resources Limited,TSX,Gold Expl & Dev
PCU.V,Pecoy Copper Corp.,TSX.V,Mining
LV.NE,LVMH CDR (CAD Hedged),NEO,Unknown
HERM.NE,Hermes CDR (CAD Hedged),NEO,Unknown
LOR.NE,L'Oreal CDR (CAD Hedged),NEO,Unknown
TTE.NE,TotalEnergies CDR (CAD Hedged),NEO,Unknown
BNP.NE,BNP Paribas CDR (CAD Hedged),NEO,Unknown
RRRL.V,River Road Resources Ltd.,TSX.V,Mining
SAN.NE,Sanofi CDR (CAD Hedged),NEO,Unknown
AXA.NE,AXA CDR (CAD Hedged),NEO,Unknown
RHM.NE,Rheinmetall CDR (CAD Hedged),NEO,Unknown
SOCG.NE,SocGen CDR (CAD Hedged),NEO,Unknown
HEIA.NE,Heineken CDR (CAD Hedged),NEO,Unknown
ASE.V,Asante Gold Corporation,TSX.V,Mining
CPKR.TO,Canada Packers Inc,TSX,Investment Fund
RTO-P.V,Chrysalis 12 Inc.,TSX.V,Unclassified
RGSI.TO,Rockpoint Gas Storage Inc,TSX,Oil And Gas
PMI.V,Perseverance Metals Inc.,TSX.V,Mining
ZAMD.NE,Advanced Micro Devices (AMD) BMO CDR (CAD Hedged),NEO,Unknown
ZGOO.NE,Alphabet (GOOG) BMO CDR (CAD Hedged),NEO,Unknown
ZAMZ.NE,Amazon (AMZN) BMO CDR (CAD Hedged),NEO,Unknown
ZNVD.NE,NVIDIA (NVDA) BMO CDR (CAD Hedged),NEO,Unknown
ZTSL.NE,Tesla (TSLA) BMO CDR (CAD Hedged),NEO,Unknown
MPV-P.V,Matchpoint Ventures Corp.,TSX.V,Unclassified
ZBRK.NE,Berkshire Hathaway (BRK/B) CDR (CAD Hedged),NEO,Unknown
ZPLT.NE,Palantir (PLTR) BMO CDR (CAD Hedged),NEO,Unknown
ZDIS.NE,Walt Disney (DIS) BMO CDR (CAD Hedged),NEO,Unknown
ZMET.NE,Meta (META) BMO CDR (CAD Hedged),NEO,Unknown
ESXR.V,Essex Resources Corp.,TSX.V,Mining
ZUNH.NE,UnitedHealth (UNH) BMO CDR (CAD Hedged),NEO,Unknown
TELY.TO,TelyRx Holdings Inc,TSX,Investment Fund
ZAVG.NE,Broadcom (AVGO) BMO CDR (CAD Hedged),NEO,Unknown
ZLUL.NE,Lululemon (LULU) CDR (CAD Hedged),NEO,Unknown
ZUBE.NE,Uber (UBER) BMO CDR (CAD Hedged),NEO,Unknown
ZCRM.NE,Salesforce (CRM) BMO CDR (CAD Hedged),NEO,Unknown
ZNFL.NE,Netflix (NFLX) BMO CDR (CAD Hedged),NEO,Unknown
ZCOS.NE,Costco (COST) BMO CDR (CAD Hedged),NEO,Unknown
ZWMT.NE,Walmart (WMT) BMO CDR (CAD Hedged),NEO,Unknown
ZSMC.NE,Super Micro Computer (SMCI) BMO CDR (CAD Hedged),NEO,Unknown
ZADB.NE,Adobe (ADBE) BMO CDR (CAD Hedged),NEO,Unknown
ZBA.NE,Boeing (BA) BMO CDR (CAD Hedged),NEO,Unknown
SUM.V,Summit Royalties Ltd.,TSX.V,Financial Services
ATLH-P.V,Atlantic Horizon Capital Corp.,TSX.V,Unclassified
ZPYP.NE,PayPal (PYPL) BMO CDR (CAD Hedged),NEO,Unknown
ZMCD.NE,McDonalds (MCD) BMO CDR (CAD Hedged),NEO,Unknown
ZJPM.NE,JPMorgan (JPM) BMO CDR (CAD Hedged),NEO,Unknown
ZMIC.NE,Micron Technology (MU) BMO CDR (CAD Hedged),NEO,Unknown
ZCOI.NE,Coinbase (COIN) BMO CDR (CAD Hedged),NEO,Unknown
BOIL.TO,Beyond Oil Ltd.,TSX,Investment Fund
ZAAP.NE,Apple (AAPL) BMO CDR (CAD Hedged),NEO,Unknown
ZINT.NE,Intel (INTC) BMO CDR (CAD Hedged),NEO,Unknown
ZMAS.NE,Mastercard (MA) BMO CDR (CAD Hedged),NEO,Unknown
ZV.NE,Visa (V) BMO CDR (CAD Hedged),NEO,Unknown
ZPFE.NE,Pfizer (PFE) BMO CDR (CAD Hedged),NEO,Unknown
ANDC.V,Andina Copper Corporation,TSX.V,Mining
ZLLY.NE,Eli Lilly (LLY) BMO CDR (CAD Hedged),NEO,Unknown
ZMSF.NE,Microsoft (MSFT) BMO CDR (CAD Hedged),NEO,Unknown
ZXOM.NE,Exxon Mobil (XOM) BMO CDR (CAD Hedged),NEO,Unknown
